"transactionIPaddress","transactionIPaddress_risk"
98.221,-2.77258872223978
98.222,-2.49764567556543
98.223,-2.70805020110221
98.224,-2.69462718077007
98.225,-2.70197115502583
98.226,-2.81540871942271
98.227,-2.77881927199042
98.228,-2.60884355101876
98.229,-2.59525470695687
98.23,-2.96010509591084
98.231,-2.76631910922619
98.232,-2.69462718077007
98.233,-2.63188884013665
98.234,-2.72129542785223
98.235,-2.83907846350861
98.236,-2.72129542785223
98.237,-2.77881927199042
98.238,-2.56494935746154
98.239,-2.58776403522771
98.24,-2.76211742237249
98.242,-2.68102152871429
98.243,-2.51475961293768
98.244,-2.70805020110221
98.245,-2.8094026953625
98.246,-2.66025953726586
98.247,-3.06805293513362
98.248,-2.84490938381941
98.249,-2.67414864942653
98.25,-2.79728133483015
98.251,-2.68784749378469
98.252,-2.66025953726586
98.253,-2.70136121295141
98.254,-2.35137525716348
98.255,-2.63905732961526
98.26,-2.50143595173921
98.27,-2.59525470695687
98.28,-2.63188884013665
98.3,-2.50959926237837
98.31,-2.32238772029023
98.64,-2.37954613413017
98.65,-2.30258509299405
98.66,-2.42480272571829
98.67,-2.4423470353692
98.68,-2.34180580614733
98.69,-2.39789527279837
98.7,-2.4932054526027
98.71,-2.58776403522771
98.73,-2.23001440015921
98.74,-2.31253542384721
98.77,-2.3887627892351
98.8,-2.46809953147162
98.81,-2.36427866199939
98.82,-2.45100509811232
98.83,-2.45958884180371
98.84,-2.39789527279837
98.85,-2.57261223020711
98.86,-2.39789527279837
98.87,-2.38959646998368
98.88,-2.45958884180371
98.89,-2.43361335540045
98.9,-2.42480272571829
98.91,-2.34180580614733
98.92,-2.36085400111802
98.93,-2.45100509811232
98.94,-2.45958884180371
98.95,-2.4619171315633
98.98,-2.2082744135228
99,-2.32238772029023
99.1,-2.76116002641616
99.101,-2.58776403522771
99.102,-2.50959926237837
99.103,-2.63905732961526
99.104,-2.54160199346455
99.105,-2.34180580614733
99.106,-2.50143595173921
99.107,-2.37024374146786
99.108,-2.61739583283408
99.109,-2.58021682959233
99.11,-2.73436750941958
99.111,-2.42238629280667
99.112,-2.38122822031316
99.113,-2.72785282839839
99.114,-2.47653840011748
99.115,-2.39789527279837
99.116,-2.51769647261099
99.117,-2.62466859216316
99.118,-2.51769647261099
99.119,-2.37024374146786
99.12,-2.70805020110221
99.121,-2.4423470353692
99.122,-2.68102152871429
99.123,-2.31911439494526
99.124,-2.27212588550934
99.125,-2.43361335540045
99.126,-2.57261223020711
99.127,-2.68102152871429
99.128,-2.28238238567653
99.129,-2.25606507735915
99.13,-2.63905732961526
99.131,-2.2082744135228
99.132,-2.42480272571829
99.133,-2.2082744135228
99.135,-2.28423595432585
99.136,-2.34180580614733
99.137,-2.35137525716348
99.138,-2.37024374146786
99.139,-2.36085400111802
99.14,-2.62466859216316
99.141,-2.52572864430826
99.142,-2.246495626343
99.144,-2.27212588550934
99.145,-2.27212588550934
99.146,-2.34180580614733
99.147,-2.31253542384721
99.148,-2.30258509299405
99.149,-2.37024374146786
99.15,-2.34180580614733
99.151,-2.26176309847379
99.152,-2.28238238567653
99.153,-2.40694510831829
99.154,-2.21920348405499
99.155,-2.45958884180371
99.156,-2.30258509299405
99.157,-2.43361335540045
99.158,-2.31253542384721
99.159,-2.33214389523559
99.16,-2.50737950564006
99.161,-2.24070968927596
99.162,-2.46809953147162
99.163,-2.37954613413017
99.164,-2.32238772029023
99.165,-2.52572864430826
99.166,-2.34180580614733
99.167,-2.29253475714054
99.168,-2.27212588550934
99.169,-2.39789527279837
99.17,-2.63905732961526
99.171,-2.21722524404289
99.172,-2.36085400111802
99.173,-2.32238772029023
99.174,-2.45958884180371
99.175,-2.2512917986065
99.176,-2.28238238567653
99.177,-2.41591377830105
99.178,-2.3887627892351
99.179,-2.37024374146786
99.18,-2.54944517092557
99.181,-2.34180580614733
99.182,-2.42480272571829
99.183,-2.34180580614733
99.184,-2.37024374146786
99.185,-2.30258509299405
99.186,-2.39789527279837
99.187,-2.34180580614733
99.188,-2.50143595173921
99.189,-2.37954613413017
99.19,-2.64617479738412
99.191,-2.36085400111802
99.192,-2.35137525716348
99.194,-2.46809953147162
99.195,-2.72129542785223
99.196,-2.28238238567653
99.197,-2.21920348405499
99.198,-2.23001440015921
99.199,-2.32238772029023
99.2,-2.58776403522771
99.201,-2.2082744135228
99.202,-2.21920348405499
99.205,-2.2082744135228
99.206,-2.2082744135228
99.21,-2.484906649788
99.22,-2.47653840011748
99.224,-2.52572864430826
99.225,-2.45958884180371
99.226,-2.47653840011748
99.227,-2.30258509299405
99.228,-2.37278935166729
99.229,-2.53369681395743
99.23,-2.66722820658196
99.231,-2.50143595173921
99.232,-2.35137525716348
99.233,-2.41591377830105
99.234,-2.37954613413017
99.235,-2.40694510831829
99.236,-2.4423470353692
99.237,-2.35137525716348
99.238,-2.45958884180371
99.239,-2.50959926237837
99.24,-2.57261223020711
99.241,-2.58021682959233
99.242,-2.50143595173921
99.243,-2.39789527279837
99.244,-2.29345260943077
99.245,-2.3887627892351
99.246,-2.34180580614733
99.247,-2.41591377830105
99.248,-2.42480272571829
99.249,-2.32949254591397
99.25,-2.69462718077007
99.251,-2.42480272571829
99.252,-2.37954613413017
99.253,-2.37024374146786
99.254,-2.39789527279837
99.255,-2.43361335540045
99.26,-2.29253475714054
99.27,-2.46809953147162
99.28,-2.46809953147162
99.29,-2.30258509299405
99.3,-2.4619171315633
99.31,-2.01490302054226
99.32,-2.46809953147162
99.33,-2.54160199346455
99.34,-2.37954613413017
99.35,-2.37024374146786
99.36,-2.45958884180371
99.37,-2.22462355152433
99.38,-2.45100509811232
99.39,-2.41591377830105
99.4,-2.4932054526027
99.41,-2.39789527279837
99.42,-2.59525470695687
99.43,-2.4619171315633
99.44,-2.3434070875143
99.45,-2.55722731136763
99.46,-2.59525470695687
99.47,-2.54944517092557
99.48,-2.41591377830105
99.49,-2.23359222150709
99.5,-2.63905732961526
99.51,-2.42480272571829
99.52,-2.39789527279837
99.53,-2.35137525716348
99.54,-2.30258509299405
99.55,-2.37024374146786
99.56,-2.35137525716348
99.57,-2.45100509811232
99.58,-2.45958884180371
99.59,-2.51769647261099
99.6,-2.89037175789616
99.61,-2.46809953147162
99.62,-2.37954613413017
99.63,-2.37024374146786
99.64,-2.34180580614733
99.65,-2.40612577193489
99.66,-2.4423470353692
99.67,-2.54160199346455
99.68,-2.41591377830105
99.69,-2.36085400111802
99.7,-2.8094026953625
99.71,-2.53369681395743
99.72,-2.30258509299405
99.73,-2.39789527279837
99.74,-2.20644123244114
99.75,-2.3887627892351
99.76,-2.21920348405499
99.78,-2.2082744135228
99.8,-2.58571134890997
99.82,-2.27212588550934
99.83,-2.2082744135228
99.85,-2.2082744135228
99.88,-2.41591377830105
99.89,-2.45958884180371
99.9,-2.85647020622048
99.91,-2.40694510831829
99.92,-2.36085400111802
99.93,-2.28238238567653
99.94,-2.30258509299405
99.95,-2.41591377830105
99.96,-2.28238238567653
99.97,-2.26176309847379
99.98,-2.51769647261099
99.99,-2.65324196460722
100,-2.4423470353692
100.1,-2.86220088092947
100.2,-2.66838494470978
100.3,-2.29253475714054
100.4,-2.51769647261099
100.42,-2.19722457733622
100.43,-2.23907168727172
100.44,-2.23001440015921
100.46,-2.2082744135228
101.1,-2.2082744135228
101.102,-2.2082744135228
101.103,-2.42480272571829
101.108,-2.23001440015921
101.109,-2.24070968927596
101.111,-2.2512917986065
101.112,-2.2512917986065
101.113,-2.27212588550934
101.114,-2.21920348405499
101.115,-2.27212588550934
101.117,-2.2082744135228
101.118,-2.33214389523559
101.119,-2.39789527279837
101.128,-2.23001440015921
101.14,-2.2082744135228
101.142,-2.21920348405499
101.143,-2.21920348405499
101.15,-2.2082744135228
101.16,-2.23613999358589
101.161,-2.49994452715254
101.162,-2.53657866033232
101.163,-2.29253475714054
101.164,-2.4932054526027
101.165,-2.55722731136763
101.166,-2.45958884180371
101.167,-2.36085400111802
101.168,-2.53369681395743
101.169,-2.67414864942653
101.17,-2.61739583283408
101.171,-2.72129542785223
101.172,-2.61006979274201
101.173,-2.37954613413017
101.174,-2.55722731136763
101.175,-2.58021682959233
101.176,-2.23001440015921
101.177,-2.21920348405499
101.228,-2.2082744135228
101.229,-2.21920348405499
101.3,-2.2082744135228
101.5,-2.2082744135228
101.55,-2.2082744135228
101.59,-2.2082744135228
101.63,-2.2082744135228
101.68,-2.2082744135228
101.78,-2.30258509299405
101.8,-2.2082744135228
101.82,-2.2082744135228
101.98,-2.28238238567653
101.99,-2.24070968927596
103.1,-2.26176309847379
103.11,-2.27212588550934
103.17,-2.2082744135228
103.21,-2.2082744135228
103.22,-2.21920348405499
103.244,-2.2512917986065
103.245,-2.2082744135228
103.248,-2.2082744135228
103.25,-2.21920348405499
103.28,-2.23001440015921
103.3,-2.2512917986065
103.4,-2.12389330425067
103.5,-2.2082744135228
103.6,-2.2082744135228
103.8,-2.23001440015921
103.9,-2.24070968927596
105.136,-2.10191439753189
105.141,-2.2082744135228
105.167,-2.2082744135228
105.193,-2.2082744135228
105.224,-2.36085400111802
105.225,-2.33214389523559
105.226,-2.36085400111802
105.227,-2.34180580614733
105.228,-2.35137525716348
105.229,-2.19722457733622
105.23,-2.21920348405499
105.235,-2.21920348405499
105.236,-2.43361335540045
105.237,-2.24070968927596
105.241,-2.23001440015921
105.243,-2.2082744135228
105.246,-2.2082744135228
105.248,-2.21920348405499
105.249,-2.21920348405499
105.251,-2.21920348405499
105.252,-2.21920348405499
106.1,-2.2082744135228
106.147,-2.24070968927596
106.158,-2.2082744135228
106.159,-2.2082744135228
106.16,-2.11296423371848
106.161,-2.2082744135228
106.169,-2.23001440015921
106.17,-2.21920348405499
106.172,-2.2082744135228
106.174,-2.2082744135228
106.179,-2.21920348405499
106.182,-2.21920348405499
106.186,-2.2082744135228
106.187,-2.21920348405499
106.188,-2.24070968927596
106.189,-2.2082744135228
106.19,-2.23001440015921
106.212,-2.2082744135228
106.214,-2.2082744135228
106.218,-2.2082744135228
106.22,-2.2082744135228
106.24,-2.2082744135228
106.242,-2.2082744135228
106.243,-2.2082744135228
106.51,-2.27212588550934
106.66,-2.21920348405499
106.76,-2.2082744135228
106.79,-2.2082744135228
107,-2.37954613413017
107.1,-2.86789890204411
107.14,-2.23001440015921
107.15,-2.55722731136763
107.16,-2.26176309847379
107.17,-2.2082744135228
107.18,-2.24070968927596
107.192,-2.46963917765721
107.193,-2.51769647261099
107.194,-2.47653840011748
107.195,-2.38122822031316
107.196,-2.57261223020711
107.197,-2.31088389580874
107.198,-2.46809953147162
107.199,-2.4423470353692
107.2,-2.723317673233
107.201,-2.58776403522771
107.202,-2.84490938381941
107.203,-2.45958884180371
107.204,-2.37278935166729
107.205,-2.54160199346455
107.206,-2.3434070875143
107.207,-2.35137525716348
107.208,-2.31253542384721
107.209,-2.2270775404859
107.21,-2.41591377830105
107.211,-2.43361335540045
107.212,-2.34180580614733
107.213,-2.52572864430826
107.214,-2.45100509811232
107.215,-2.28238238567653
107.216,-2.4932054526027
107.217,-2.4423470353692
107.218,-2.34703685556488
107.219,-2.4932054526027
107.22,-2.37954613413017
107.221,-2.37024374146786
107.222,-2.37954613413017
107.223,-2.43361335540045
107.23,-2.11296423371848
107.24,-2.21920348405499
107.27,-2.2082744135228
107.28,-2.21920348405499
107.3,-2.90142159408275
107.31,-2.21920348405499
107.33,-2.23001440015921
107.34,-2.2082744135228
107.38,-2.2082744135228
107.4,-2.53657866033232
107.41,-2.23001440015921
107.42,-2.2082744135228
107.43,-2.2082744135228
107.45,-2.24070968927596
107.47,-2.21920348405499
107.48,-2.21920348405499
107.5,-2.57261223020711
107.53,-2.21920348405499
107.56,-2.21920348405499
107.6,-2.06897024181254
107.62,-2.2082744135228
107.63,-2.2082744135228
107.7,-2.35569491830799
107.8,-2.484906649788
107.9,-2.53369681395743
108,-2.56494935746154
108.1,-2.36085400111802
108.102,-2.2082744135228
108.103,-2.24070968927596
108.106,-2.2082744135228
108.107,-2.21920348405499
108.11,-2.51769647261099
108.111,-2.2082744135228
108.117,-2.2082744135228
108.12,-2.58776403522771
108.123,-2.2082744135228
108.124,-2.21920348405499
108.125,-2.21920348405499
108.126,-2.21920348405499
108.128,-2.24070968927596
108.129,-2.29421684332353
108.13,-2.58571134890997
108.131,-2.31253542384721
108.132,-2.17853244432407
108.133,-2.33214389523559
108.134,-2.27212588550934
108.14,-2.57261223020711
108.15,-2.55722731136763
108.16,-2.49869997192034
108.161,-2.29253475714054
108.162,-2.484906649788
108.166,-1.82454929205105
108.167,-2.43361335540045
108.168,-2.21920348405499
108.169,-2.41591377830105
108.17,-2.52208565302975
108.171,-2.31253542384721
108.172,-2.54160199346455
108.173,-2.37954613413017
108.174,-2.34180580614733
108.175,-2.21722524404289
108.176,-2.49245385542338
108.178,-2.64552984412088
108.179,-2.27212588550934
108.18,-2.9400433676934
108.181,-2.5788384696222
108.182,-2.31163492851396
108.183,-2.54160199346455
108.184,-2.85647020622048
108.185,-2.73436750941958
108.192,-2.34703685556488
108.193,-2.66025953726586
108.194,-2.484906649788
108.195,-2.54944517092557
108.196,-2.43041846450393
108.197,-2.41591377830105
108.198,-2.40694510831829
108.199,-2.33537491581704
108.2,-3.09557760852371
108.201,-2.53369681395743
108.202,-2.42238629280667
108.203,-2.53369681395743
108.204,-2.50143595173921
108.205,-2.37278935166729
108.206,-2.53237318702692
108.207,-2.54160199346455
108.208,-2.484906649788
108.209,-2.57261223020711
108.21,-2.74727091425549
108.211,-2.2512917986065
108.212,-2.4932054526027
108.213,-2.56494935746154
108.214,-2.59525470695687
108.215,-2.4423470353692
108.216,-2.66722820658196
108.217,-2.60268968544438
108.218,-2.68784749378469
108.219,-2.38959646998368
108.22,-2.484906649788
108.221,-2.45958884180371
108.222,-2.58776403522771
108.223,-2.52572864430826
108.224,-2.484906649788
108.225,-2.53369681395743
108.226,-2.40544247843375
108.227,-2.56494935746154
108.228,-2.60268968544438
108.23,-2.92316158071916
108.231,-2.67414864942653
108.232,-2.50959926237837
108.233,-2.45413499112125
108.234,-2.42774823594805
108.235,-2.37490575457367
108.236,-2.4619171315633
108.237,-2.51769647261099
108.238,-2.58021682959233
108.239,-2.51769647261099
108.24,-2.26621744882317
108.241,-2.34180580614733
108.242,-2.35137525716348
108.243,-2.54160199346455
108.244,-2.58021682959233
108.245,-2.61006979274201
108.246,-2.45100509811232
108.247,-2.40612577193489
108.248,-2.54944517092557
108.249,-2.37278935166729
108.25,-2.68102152871429
108.251,-2.35928043667059
108.252,-2.52572864430826
108.253,-2.63905732961526
108.254,-2.47730205040278
108.255,-2.36427866199939
108.26,-2.31253542384721
108.27,-2.70805020110221
108.28,-2.77881927199042
108.29,-2.44956728334269
108.3,-2.52572864430826
108.32,-2.41591377830105
108.33,-2.33830317559612
108.34,-2.54374714981093
108.35,-2.49129644788677
108.36,-2.51230562397611
108.37,-2.21920348405499
108.38,-2.44956728334269
108.39,-2.39789527279837
108.4,-2.53237318702692
108.41,-2.7320034421247
108.42,-2.2512917986065
108.43,-2.26176309847379
108.44,-2.37490575457367
108.45,-2.77258872223978
108.46,-2.50552593699074
108.47,-2.24070968927596
108.48,-2.65324196460722
108.49,-2.64617479738412
108.5,-2.87356463957978
108.51,-2.27726728500976
108.52,-2.41293315016291
108.53,-2.29421684332353
108.54,-2.61739583283408
108.55,-2.31253542384721
108.56,-2.61006979274201
108.57,-2.24070968927596
108.58,-2.20644123244114
108.59,-2.33214389523559
108.6,-2.82137888640921
108.61,-2.25606507735915
108.62,-2.05017115937972
108.64,-2.49994452715254
108.65,-2.56494935746154
108.66,-2.55722731136763
108.67,-2.66025953726586
108.68,-2.50959926237837
108.69,-2.28819635554195
108.7,-2.78388827749371
108.71,-2.56494935746154
108.72,-2.2308411881352
108.73,-2.44629181366022
108.74,-2.54944517092557
108.75,-2.36427866199939
108.76,-2.52572864430826
108.77,-2.50959926237837
108.78,-2.43361335540045
108.79,-2.45958884180371
108.8,-2.57133915556031
108.81,-2.54160199346455
108.82,-2.54160199346455
108.83,-2.42774823594805
108.84,-2.53369681395743
108.85,-2.56494935746154
108.86,-2.55722731136763
108.87,-2.46809953147162
108.88,-2.73436750941958
108.89,-2.484906649788
108.9,-2.62243644837922
108.91,-2.4932054526027
108.92,-2.43838663415311
108.93,-2.58776403522771
108.94,-2.33830317559612
108.95,-2.45958884180371
108.97,-2.2082744135228
109,-2.27212588550934
109.1,-2.37024374146786
109.102,-2.2082744135228
109.103,-2.21920348405499
109.104,-2.24070968927596
109.105,-2.23001440015921
109.106,-2.2082744135228
109.107,-2.23001440015921
109.108,-2.24070968927596
109.109,-2.24070968927596
109.11,-2.31253542384721
109.111,-2.21920348405499
109.112,-2.21920348405499
109.113,-2.24070968927596
109.114,-2.23001440015921
109.115,-2.2082744135228
109.116,-2.23001440015921
109.118,-2.2082744135228
109.12,-2.32238772029023
109.121,-2.2082744135228
109.122,-2.24070968927596
109.124,-2.27212588550934
109.125,-2.24070968927596
109.127,-2.2082744135228
109.128,-2.32238772029023
109.129,-2.33214389523559
109.13,-2.40694510831829
109.131,-2.34180580614733
109.132,-2.32238772029023
109.133,-2.15598161880217
109.134,-2.33214389523559
109.14,-2.26176309847379
109.144,-2.19025590802013
109.145,-2.54160199346455
109.148,-2.50143595173921
109.149,-2.35928043667059
109.15,-2.55722731136763
109.151,-2.37024374146786
109.152,-2.46809953147162
109.153,-2.50959926237837
109.154,-2.47653840011748
109.155,-2.2512917986065
109.156,-2.43361335540045
109.157,-2.4423470353692
109.158,-2.50959926237837
109.16,-2.29253475714054
109.163,-2.2082744135228
109.164,-2.31253542384721
109.167,-2.21920348405499
109.168,-2.21920348405499
109.17,-2.33214389523559
109.171,-2.23001440015921
109.173,-2.29253475714054
109.174,-2.24070968927596
109.175,-2.33214389523559
109.176,-2.32238772029023
109.18,-2.23001440015921
109.184,-2.21920348405499
109.185,-2.2082744135228
109.186,-2.2512917986065
109.188,-2.52572864430826
109.189,-2.4932054526027
109.19,-2.33214389523559
109.192,-2.33214389523559
109.193,-2.2512917986065
109.195,-2.23001440015921
109.197,-2.2082744135228
109.199,-2.21920348405499
109.2,-2.30258509299405
109.202,-2.23001440015921
109.203,-2.28238238567653
109.204,-2.30258509299405
109.205,-2.29253475714054
109.206,-2.2082744135228
109.207,-2.2082744135228
109.208,-2.28238238567653
109.209,-2.29253475714054
109.21,-2.29253475714054
109.211,-2.27212588550934
109.212,-2.20727491318972
109.213,-2.24070968927596
109.214,-2.2512917986065
109.215,-2.28238238567653
109.217,-2.28238238567653
109.218,-2.21920348405499
109.219,-2.23001440015921
109.22,-2.27212588550934
109.221,-2.2082744135228
109.222,-2.30258509299405
109.223,-2.24070968927596
109.224,-2.28238238567653
109.225,-2.23001440015921
109.226,-2.2082744135228
109.227,-2.21920348405499
109.228,-2.24070968927596
109.229,-2.2082744135228
109.23,-2.21920348405499
109.231,-2.23001440015921
109.233,-2.2082744135228
109.234,-2.2082744135228
109.235,-2.24070968927596
109.236,-2.21920348405499
109.237,-2.2082744135228
109.238,-2.24070968927596
109.239,-2.28238238567653
109.24,-2.2512917986065
109.242,-2.2082744135228
109.245,-2.2082744135228
109.246,-2.32238772029023
109.247,-2.53369681395743
109.252,-2.29253475714054
109.255,-2.50959926237837
109.26,-2.2512917986065
109.27,-2.2082744135228
109.28,-2.058388132482
109.29,-2.26176309847379
109.3,-2.24070968927596
109.31,-2.23001440015921
109.32,-2.2082744135228
109.42,-2.2082744135228
109.43,-2.24070968927596
109.45,-2.21920348405499
109.46,-2.24070968927596
109.47,-2.21920348405499
109.5,-2.2082744135228
109.52,-2.2512917986065
109.53,-2.23001440015921
109.54,-2.23001440015921
109.56,-2.2082744135228
109.57,-2.2082744135228
109.58,-2.33214389523559
109.6,-2.29253475714054
109.62,-2.21920348405499
109.64,-2.27212588550934
109.65,-2.27212588550934
109.67,-2.28238238567653
109.68,-2.28238238567653
109.69,-2.23001440015921
109.7,-2.31253542384721
109.71,-2.21920348405499
109.72,-2.26176309847379
109.73,-2.21920348405499
109.74,-2.26176309847379
109.75,-2.21920348405499
109.76,-2.36085400111802
109.77,-2.43361335540045
109.78,-2.40694510831829
109.79,-2.24070968927596
109.8,-2.2512917986065
109.82,-2.2082744135228
109.84,-2.26176309847379
109.86,-2.21920348405499
109.88,-2.29253475714054
109.89,-2.32238772029023
109.9,-2.46809953147162
109.91,-2.39789527279837
109.94,-2.2082744135228
109.95,-2.2082744135228
109.96,-2.2082744135228
109.99,-3.50142848528068
110,-2.2082744135228
110.1,-2.21920348405499
110.11,-2.21920348405499
110.12,-2.2082744135228
110.132,-2.21920348405499
110.134,-2.12389330425067
110.136,-2.21920348405499
110.137,-2.2082744135228
110.139,-2.23001440015921
110.14,-2.21920348405499
110.142,-2.76000994003292
110.143,-2.79116510781272
110.146,-2.29253475714054
110.147,-2.23001440015921
110.148,-2.27212588550934
110.149,-2.27212588550934
110.15,-2.21920348405499
110.159,-2.21920348405499
110.161,-2.2082744135228
110.162,-2.21920348405499
110.165,-2.2082744135228
110.168,-2.24070968927596
110.169,-2.23001440015921
110.17,-2.2082744135228
110.171,-2.23001440015921
110.174,-2.54944517092557
110.175,-2.57261223020711
110.22,-2.2082744135228
110.232,-2.21920348405499
110.233,-1.29198368164865
110.243,-2.2082744135228
110.3,-2.21920348405499
110.32,-2.4932054526027
110.33,-2.50143595173921
110.35,-2.21920348405499
110.4,-2.21920348405499
110.44,-2.2082744135228
110.47,-2.2082744135228
110.49,-2.2082744135228
110.5,-2.23001440015921
110.54,-2.21920348405499
110.55,-2.2082744135228
110.66,-2.2082744135228
110.67,-2.24070968927596
110.7,-2.21920348405499
110.74,-2.2082744135228
110.77,-2.23001440015921
110.8,-2.23001440015921
110.9,-2.23001440015921
110.93,-2.21920348405499
111.1,-2.2082744135228
111.109,-2.2082744135228
111.11,-2.21920348405499
111.122,-2.2082744135228
111.161,-2.2082744135228
111.168,-2.2082744135228
111.169,-2.2082744135228
111.171,-2.2082744135228
111.174,-2.2082744135228
111.184,-2.21920348405499
111.188,-2.24070968927596
111.191,-2.21920348405499
111.194,-2.21920348405499
111.206,-2.2082744135228
111.213,-2.2082744135228
111.214,-2.2082744135228
111.216,-2.21920348405499
111.217,-2.2082744135228
111.22,-2.2512917986065
111.223,-2.21920348405499
111.234,-2.2082744135228
111.235,-2.24070968927596
111.24,-2.21920348405499
111.243,-2.2512917986065
111.246,-2.2082744135228
111.248,-2.24070968927596
111.25,-2.21920348405499
111.251,-2.21920348405499
111.252,-2.2082744135228
111.255,-2.2082744135228
111.64,-2.21920348405499
111.68,-2.24070968927596
111.69,-2.26176309847379
111.8,-2.2082744135228
111.82,-2.2082744135228
111.86,-2.21920348405499
111.87,-2.23001440015921
111.9,-2.24070968927596
111.91,-2.23001440015921
111.93,-2.2082744135228
111.94,-2.23001440015921
111.95,-2.21920348405499
111.98,-2.21920348405499
112,-2.21920348405499
112.115,-2.2082744135228
112.118,-2.37024374146786
112.119,-2.24070968927596
112.12,-2.33214389523559
112.121,-2.2082744135228
112.134,-2.28238238567653
112.135,-2.2082744135228
112.137,-2.2082744135228
112.138,-2.23001440015921
112.139,-2.21920348405499
112.144,-2.2082744135228
112.146,-2.23001440015921
112.148,-2.2082744135228
112.149,-2.2082744135228
112.15,-2.21920348405499
112.151,-2.23001440015921
112.152,-2.2082744135228
112.154,-2.23001440015921
112.155,-2.2082744135228
112.156,-2.2082744135228
112.158,-2.2082744135228
112.16,-2.21920348405499
112.161,-2.2082744135228
112.163,-2.21920348405499
112.164,-2.2082744135228
112.168,-2.23001440015921
112.169,-2.23001440015921
112.17,-2.2082744135228
112.171,-2.2082744135228
112.184,-2.2082744135228
112.185,-2.2082744135228
112.186,-2.21920348405499
112.187,-2.21920348405499
112.196,-2.2082744135228
112.198,-2.33214389523559
112.199,-2.2082744135228
112.2,-2.21920348405499
112.202,-2.21920348405499
112.203,-2.21920348405499
112.204,-2.21920348405499
112.205,-2.23001440015921
112.206,-2.2082744135228
112.207,-2.2082744135228
112.208,-2.21920348405499
112.209,-2.26176309847379
112.213,-2.26176309847379
112.214,-2.2082744135228
112.215,-2.2082744135228
112.216,-2.23001440015921
112.217,-2.2082744135228
112.218,-2.21920348405499
112.221,-2.21920348405499
112.65,-2.21920348405499
112.68,-2.26176309847379
112.7,-2.21920348405499
112.72,-2.2082744135228
112.78,-2.12389330425067
112.79,-2.21920348405499
112.97,-2.2082744135228
113.108,-2.2082744135228
113.11,-2.2082744135228
113.146,-2.23001440015921
113.15,-2.23001440015921
113.151,-2.2512917986065
113.156,-2.21920348405499
113.159,-2.21920348405499
113.16,-2.24070968927596
113.161,-2.21920348405499
113.162,-2.2082744135228
113.167,-2.2082744135228
113.173,-2.2082744135228
113.19,-2.2082744135228
113.193,-2.00372971994414
113.197,-2.28238238567653
113.2,-2.21920348405499
113.21,-2.2512917986065
113.213,-2.21920348405499
113.22,-2.01490302054226
113.225,-2.2082744135228
113.23,-2.2082744135228
113.234,-2.2082744135228
113.252,-2.2082744135228
113.253,-2.2082744135228
113.254,-2.21920348405499
113.255,-2.21920348405499
113.28,-2.27212588550934
113.29,-2.2082744135228
113.3,-2.2082744135228
113.32,-2.2082744135228
113.35,-2.2082744135228
113.36,-2.21920348405499
113.37,-2.2082744135228
113.39,-2.2082744135228
113.4,-2.2082744135228
113.43,-2.21920348405499
113.52,-2.26176309847379
113.53,-2.12389330425067
113.57,-2.21920348405499
113.61,-2.24070968927596
113.65,-2.2082744135228
113.87,-2.2082744135228
113.92,-2.2082744135228
114.108,-2.23001440015921
114.109,-2.2082744135228
114.129,-2.23001440015921
114.134,-2.21920348405499
114.14,-2.2082744135228
114.141,-2.2082744135228
114.142,-2.24070968927596
114.143,-2.21920348405499
114.144,-2.2082744135228
114.145,-2.24070968927596
114.148,-2.23001440015921
114.149,-2.23001440015921
114.15,-2.30258509299405
114.152,-2.21920348405499
114.155,-2.2082744135228
114.156,-2.2082744135228
114.158,-2.24070968927596
114.159,-2.21920348405499
114.16,-2.30258509299405
114.161,-2.21920348405499
114.162,-2.2082744135228
114.163,-2.23001440015921
114.164,-2.2082744135228
114.165,-2.21920348405499
114.166,-2.2082744135228
114.167,-1.70474809223843
114.168,-2.2082744135228
114.169,-2.2082744135228
114.17,-2.21920348405499
114.171,-2.21920348405499
114.173,-2.2082744135228
114.174,-2.23001440015921
114.175,-2.23001440015921
114.177,-2.03688192726104
114.178,-2.04769284336526
114.18,-2.21920348405499
114.182,-2.2512917986065
114.183,-2.2082744135228
114.184,-2.21920348405499
114.185,-2.24070968927596
114.186,-2.21920348405499
114.188,-2.21920348405499
114.19,-2.2082744135228
114.198,-2.41591377830105
114.199,-2.2082744135228
114.2,-2.23001440015921
114.204,-2.23001440015921
114.206,-2.24070968927596
114.21,-2.2082744135228
114.22,-2.24070968927596
114.222,-2.2082744135228
114.223,-2.2082744135228
114.225,-2.2082744135228
114.24,-2.24070968927596
114.243,-2.2082744135228
114.245,-2.21920348405499
114.248,-2.2082744135228
114.25,-2.2512917986065
114.3,-2.21920348405499
114.32,-2.2082744135228
114.33,-2.23001440015921
114.34,-2.2082744135228
114.35,-2.21920348405499
114.36,-2.30258509299405
114.37,-2.24070968927596
114.38,-2.24070968927596
114.39,-2.2082744135228
114.4,-2.23001440015921
114.41,-2.21920348405499
114.42,-2.24070968927596
114.43,-2.26176309847379
114.44,-2.23001440015921
114.45,-2.30258509299405
114.46,-2.21920348405499
114.47,-2.2082744135228
114.48,-2.26176309847379
114.49,-2.2082744135228
114.51,-2.21920348405499
114.69,-2.2082744135228
114.7,-2.2082744135228
114.72,-2.23001440015921
114.73,-2.2082744135228
114.75,-2.21920348405499
114.76,-2.45100509811232
114.77,-2.41591377830105
