"accountPostalCode","accountPostalCode_risk"
"01841-1923",-2.21920348405499
"01862-2109",-2.2082744135228
"01879-2401",-2.2082744135228
"01887-2685",-2.2082744135228
"01949-1825",-2.2082744135228
"02-020",-2.2082744135228
"02-180",-2.2082744135228
"02-234",-2.2082744135228
"02-294",-2.2082744135228
"02-495",-2.2082744135228
"02-496",-2.2082744135228
"02-506",-2.2082744135228
"02-507",-2.2082744135228
"02-518",-2.2082744135228
"02-587",-2.2082744135228
"02-619",-2.2082744135228
"02-654",-2.2082744135228
"02-665",-2.2082744135228
"02-676",-2.2082744135228
"02-699",-2.2082744135228
"02-761",-2.2082744135228
"02-765",-2.2082744135228
"02-769",-2.2082744135228
"02-777",-2.2082744135228
"02-784",-2.2082744135228
"02-793",-2.2082744135228
"02-795",-2.2082744135228
"02-798",-2.21920348405499
"020-0016",-2.2082744135228
"020-0148",-2.2082744135228
"020-0173",-2.2082744135228
"02013-001",-2.2082744135228
"02035-1072",-2.2082744135228
"02039-000",-2.2082744135228
"02040-090",-2.2082744135228
"02066-4515",-2.2082744135228
"02125-2853",-2.2082744135228
"02127-001",-2.2082744135228
"02129-1918",-2.2082744135228
"02132-150",-2.2082744135228
"02139-4230",-2.2082744135228
"02142-1254",-2.2082744135228
"02148-3712",-2.2082744135228
"02163-1011",-2.2082744135228
"02170-000",-2.2082744135228
"02170-1444",-2.2082744135228
"02179-000",-2.2082744135228
"02206-000",-2.2082744135228
"02239-010",-2.2082744135228
"02241-100",-2.2082744135228
"02254-010",-2.21920348405499
"02270-080",-2.2082744135228
"02303-080",-2.2082744135228
"02312-070",-2.2082744135228
"02316-001",-2.2082744135228
"02316-090",-2.2082744135228
"02320-190",-2.2082744135228
"02340-000",-2.2082744135228
"02341-002",-2.2082744135228
"02352-030",-2.2082744135228
"02353-010",-2.2082744135228
"02354-370",-2.2082744135228
"02360-1356",-2.2082744135228
"02372-150",-2.2082744135228
"02373-060",-2.2082744135228
"024-0104",-2.2082744135228
"02401-200",-2.2082744135228
"02403-011",-2.2082744135228
"02404-060",-2.2082744135228
"02406-000",-2.2082744135228
"02406-010",-2.24070968927596
"02410-000",-2.2082744135228
"02422-090",-2.2082744135228
"02435-061",-2.2082744135228
"02446-4938",-2.2082744135228
"02450-010",-2.2082744135228
"02452-001",-2.2082744135228
"02460-030",-2.2082744135228
"02465-1204",-2.2082744135228
"02466-020",-2.2082744135228
"02467-130",-2.2082744135228
"02474-8252",-2.2082744135228
"02514-020",-2.2082744135228
"02515-000",-2.2082744135228
"02526-010",-2.2082744135228
"02532-012",-2.2082744135228
"02534-001",-2.2082744135228
"02558-1275",-2.2082744135228
"026 01",-2.2082744135228
"02612-000",-2.2082744135228
"02615-060",-2.2082744135228
"02636-200",-2.2082744135228
"02649-4927",-2.2082744135228
"02650-1133",-2.21920348405499
"02653-4620",-2.2082744135228
"02671-020",-2.2082744135228
"02722-090",-2.2082744135228
"02723-0403",-2.2082744135228
"02735-000",-2.2082744135228
"02760-1140",-2.2082744135228
"02769-1606",-2.2082744135228
"02777-3546",-2.2082744135228
"02779-1113",-2.2082744135228
"028-6105",-2.2082744135228
"02802-030",-2.2082744135228
"02802-120",-2.2082744135228
"02805-130",-2.2082744135228
"02806-000",-2.2082744135228
"02840-3719",-2.2082744135228
"02895-1427",-2.2512917986065
"02927-030",-2.2082744135228
"02928-040",-2.2082744135228
"03-130",-2.2082744135228
"03-134",-2.2082744135228
"03-138",-2.2082744135228
"03-949",-2.2082744135228
"03-982",-2.2082744135228
"030-0801",-2.2082744135228
"03013-010",-2.2082744135228
"03034-080",-2.2082744135228
"03038-6168",-2.24070968927596
"03042-001",-2.2082744135228
"03042-2345",-2.2082744135228
"03060-4250",-2.2082744135228
"03062-4202",-2.2082744135228
"03069-020",-2.2082744135228
"03079-2800",-2.2082744135228
"03080-050",-2.2082744135228
"03084-040",-2.2082744135228
"03086-025",-2.21920348405499
"03089-030",-2.2082744135228
"03090-020",-2.2082744135228
"03102-3423",-2.21920348405499
"03102-4726",-2.21920348405499
"03109-010",-2.2082744135228
"03111-010",-2.2082744135228
"03112-090",-2.2082744135228
"03113-010",-2.2082744135228
"03114-001",-2.2082744135228
"03120-000",-2.2082744135228
"03121-020",-2.2082744135228
"03127-175",-2.2082744135228
"03132-040",-2.2082744135228
"03132-125",-2.2082744135228
"03162-060",-2.2082744135228
"03165-003",-2.2082744135228
"03167-020",-2.2082744135228
"03169-030",-2.2082744135228
"03186-010",-2.2082744135228
"03187-010",-2.2082744135228
"032 23",-2.2082744135228
"03201-010",-2.2082744135228
"03221-3505",-2.2082744135228
"03223-000",-2.2082744135228
"03223-120",-2.2082744135228
"03223-170",-2.21920348405499
"03227-030",-2.2082744135228
"03227-150",-2.2082744135228
"03310-000",-2.2082744135228
"03312-052",-2.2082744135228
"03319-000",-2.2082744135228
"03320-000",-2.23001440015921
"03325-000",-2.2082744135228
"03325-050",-2.2082744135228
"03333-000",-2.21920348405499
"03335-030",-2.2082744135228
"03336-000",-2.2082744135228
"03342-000",-2.2082744135228
"03358-100",-2.2082744135228
"03406-030",-2.2082744135228
"03407-050",-2.21920348405499
"03410-000",-2.2082744135228
"03410-030",-2.2082744135228
"03412-000",-2.2082744135228
"03413-030",-2.2082744135228
"03415-090",-2.2082744135228
"03425-030",-2.21920348405499
"03442-110",-2.2082744135228
"03458-1418",-2.2082744135228
"03460-000",-2.2082744135228
"03511-000",-2.21920348405499
"03548-000",-2.2082744135228
"03585-3317",-2.2082744135228
"03586-000",-2.2082744135228
"03622-010",-2.2082744135228
"03646-000",-2.2082744135228
"03734-150",-2.2082744135228
"03804-000",-2.2082744135228
"03809-030",-2.2082744135228
"03810-000",-2.2082744135228
"03820-060",-2.2082744135228
"03860-1303",-2.2082744135228
"03901-2233",-2.10191439753189
"03905-110",-2.2082744135228
"03972-060",-2.2082744135228
"03978-220",-2.21920348405499
"04-026",-2.2082744135228
"04-667",-2.2082744135228
"04-690",-2.2082744135228
"04001-002",-2.2082744135228
"04001-003",-2.2082744135228
"04002-011",-2.2082744135228
"04004-020",-2.2082744135228
"04005-000",-2.2082744135228
"04005-002",-2.2082744135228
"04005-003",-2.21920348405499
"04006-051",-2.2082744135228
"04007-030",-2.2082744135228
"04008-010",-2.2082744135228
"04008-4488",-2.2082744135228
"04010-100",-2.2082744135228
"04011-000",-2.2082744135228
"04011-2013",-2.2082744135228
"04012-140",-2.2082744135228
"04013-042",-2.2082744135228
"04014-020",-2.2082744135228
"04015-012",-2.2082744135228
"04015-050",-2.2082744135228
"04016-002",-2.2082744135228
"04018-900",-2.2082744135228
"04021-020",-2.2082744135228
"04022-000",-2.2082744135228
"04024-001",-2.21920348405499
"04038-001",-2.2082744135228
"04040-030",-2.21920348405499
"04042-005",-2.2082744135228
"04043-200",-2.2082744135228
"04044-000",-2.2082744135228
"04045-002",-2.2082744135228
"04048-000",-2.2082744135228
"04048-040",-2.2082744135228
"04049-010",-2.2082744135228
"04049-3838",-2.2082744135228
"04050-010",-2.2082744135228
"04051-090",-2.2082744135228
"04059-002",-2.2082744135228
"04062-5009",-2.2082744135228
"04076-010",-2.2082744135228
"04077-022",-2.23001440015921
"04078-012",-2.2082744135228
"04080-010",-2.2082744135228
"04086-003",-2.2082744135228
"04088-002",-2.2082744135228
"04089-014",-2.2082744135228
"04090-011",-2.2082744135228
"04096-6706",-2.2082744135228
"041-0805",-2.2082744135228
"041-0841",-2.2082744135228
"041-0851",-2.2082744135228
"041-0853",-2.2082744135228
"04104-080",-2.2082744135228
"04111-000",-2.2082744135228
"04112-011",-2.2082744135228
"04116-170",-2.2082744135228
"04116-220",-2.2082744135228
"04116-280",-2.2082744135228
"04117-040",-2.21920348405499
"04117-100",-2.2082744135228
"04117-170",-2.2082744135228
"04118-130",-2.2082744135228
"04120-050",-2.2082744135228
"04125-030",-2.21920348405499
"04125-210",-2.2082744135228
"04126-000",-2.2082744135228
"04127-001",-2.2082744135228
"04128-040",-2.2082744135228
"04128-080",-2.23001440015921
"04138-001",-2.2082744135228
"04139-010",-2.2082744135228
"04141-001",-2.2082744135228
"04142-091",-2.2082744135228
"04143-010",-2.2082744135228
"04143-020",-2.21920348405499
"04143-030",-2.2082744135228
"04162-001",-2.2082744135228
"04182-000",-2.2082744135228
"04182-010",-2.21920348405499
"04193-020",-2.2082744135228
"042-0932",-2.2082744135228
"04205-000",-2.2082744135228
"04206-000",-2.2082744135228
"04207-000",-2.2082744135228
"04213-020",-2.2082744135228
"04216-030",-2.2082744135228
"04241-090",-2.2082744135228
"04248-100",-2.2082744135228
"04256-120",-2.2082744135228
"04269-000",-2.2082744135228
"04270-000",-2.2082744135228
"04271-060",-2.2082744135228
"04276-000",-2.2082744135228
"04286-130",-2.2082744135228
"043-0035",-2.2082744135228
"04304-010",-2.2082744135228
"04305-000",-2.2082744135228
"04309-010",-2.2082744135228
"04313-000",-2.2082744135228
"04324-010",-2.2082744135228
"04331-020",-2.2082744135228
"04346-040",-2.2082744135228
"04349-000",-2.2082744135228
"04355-030",-2.2082744135228
"04360-030",-2.2082744135228
"04363-001",-2.2082744135228
"04363-040",-2.2082744135228
"04363-070",-2.2082744135228
"04363-080",-2.2082744135228
"04363-100",-2.2082744135228
"04364-000",-2.2082744135228
"04365-000",-2.2082744135228
"04367-050",-2.2082744135228
"044 18",-2.2082744135228
"04401-4742",-2.2082744135228
"04409-060",-2.2082744135228
"04421-160",-2.2082744135228
"04437-000",-2.21920348405499
"04446-230",-2.2082744135228
"04447-011",-2.2082744135228
"04457-120",-2.2082744135228
"04461-070",-2.2082744135228
"04507-050",-2.2082744135228
"04508-031",-2.2082744135228
"04509-030",-2.2082744135228
"04510-010",-2.2082744135228
"04511-060",-2.2082744135228
"04512-060",-2.2082744135228
"04513-080",-2.2082744135228
"04514-030",-2.21920348405499
"04514-041",-2.2082744135228
"04514-103",-2.21920348405499
"04517-000",-2.2082744135228
"04521-000",-2.2082744135228
"04521-005",-2.2082744135228
"04522-010",-2.2082744135228
"04522-031",-2.2082744135228
"04523-001",-2.2082744135228
"04530-000",-2.21920348405499
"04530-080",-2.2082744135228
"04531-010",-2.2082744135228
"04531-012",-2.2082744135228
"04532-020",-2.2082744135228
"04532-080",-2.2082744135228
"04533-005",-2.2082744135228
"04533-012",-2.21920348405499
"04535-014",-2.2082744135228
"04537-002",-2.21920348405499
"04537-070",-2.2082744135228
"04537-080",-2.2082744135228
"04538-002",-2.2082744135228
"04538-082",-2.2082744135228
"04538-132",-2.2082744135228
"04542-050",-2.2082744135228
"04543-000",-2.2082744135228
"04545-004",-2.2082744135228
"04548-020",-2.2082744135228
"04549-010",-2.2082744135228
"04552-000",-2.2082744135228
"04552-050",-2.23001440015921
"04559-010",-2.2082744135228
"04560-001",-2.2082744135228
"04560-002",-2.2082744135228
"04560-011",-2.2082744135228
"04561-000",-2.2082744135228
"04562-000",-2.2082744135228
"04563-011",-2.2082744135228
"04563-060",-2.2082744135228
"04564-002",-2.2082744135228
"04565-001",-2.2082744135228
"04566-061",-2.2082744135228
"04567-003",-2.2082744135228
"04571-011",-2.2082744135228
"04571-090",-2.21920348405499
"04582-000",-2.2082744135228
"04582-001",-2.2082744135228
"04602-001",-2.21920348405499
"04604-005",-2.2082744135228
"04606-040",-2.2082744135228
"04608-001",-2.2082744135228
"04608-011",-2.23001440015921
"04610-000",-2.2082744135228
"04611-000",-2.2082744135228
"04613-030",-2.2082744135228
"04616-001",-2.2082744135228
"04616-002",-2.2082744135228
"04617-000",-2.2082744135228
"04617-012",-2.2082744135228
"04618-003",-2.23001440015921
"04618-030",-2.2082744135228
"04619-010",-2.2082744135228
"04634-000",-2.2082744135228
"04634-045",-2.2082744135228
"04643-065",-2.2082744135228
"04658-240",-2.2082744135228
"04660-000",-2.2082744135228
"04662-002",-2.23001440015921
"04671-071",-2.2082744135228
"04671-090",-2.2082744135228
"04677-090",-2.2082744135228
"04686-001",-2.2082744135228
"04702-002",-2.21920348405499
"04705-010",-2.2082744135228
"04705-080",-2.2082744135228
"04707-050",-2.2082744135228
"04710-010",-2.2082744135228
"04714-010",-2.2082744135228
"04716-002",-2.2082744135228
"04717-911",-2.2082744135228
"04718-002",-2.2082744135228
"04719-002",-2.2082744135228
"04719-070",-2.2082744135228
"04725-050",-2.2082744135228
"04726-010",-2.21920348405499
"04726-220",-2.2082744135228
"04730-000",-2.2082744135228
"04736-040",-2.2082744135228
"04738-010",-2.2082744135228
"04739-010",-2.21920348405499
"04740-010",-2.2082744135228
"04742-001",-2.2082744135228
"04744-070",-2.2082744135228
"04747-030",-2.21920348405499
"04747-090",-2.2082744135228
"04750-001",-2.2082744135228
"04783-150",-2.2082744135228
"04785-160",-2.2082744135228
"04787-150",-2.2082744135228
"04814-280",-2.2082744135228
"04823-420",-2.2082744135228
"049 01",-2.2082744135228
"04902-005",-2.2082744135228
"04929-340",-2.2082744135228
"04930-280",-2.2082744135228
"05-070",-2.2082744135228
"05-075",-2.2082744135228
"05-080",-2.2082744135228
"05-152",-2.2082744135228
"05-155",-2.2082744135228
"05-500",-2.21920348405499
"05-532",-2.2082744135228
"05-600",-2.2082744135228
"05-800",-2.2082744135228
"05-840",-2.2082744135228
"05001-000",-2.2082744135228
"05003-000",-2.2082744135228
"05004-010",-2.2082744135228
"05005-001",-2.2082744135228
"05006-000",-2.2082744135228
"05007-001",-2.21920348405499
"05009-060",-2.2082744135228
"05010-000",-2.2082744135228
"05011-040",-2.2082744135228
"05012-010",-2.2082744135228
"05014-000",-2.2082744135228
"05016-000",-2.2082744135228
"05016-010",-2.2082744135228
"05016-081",-2.2082744135228
"05017-000",-2.23001440015921
"05017-020",-2.21920348405499
"05018-010",-2.21920348405499
"05018-011",-2.2082744135228
"05019-000",-2.21920348405499
"05019-010",-2.2082744135228
"05020-000",-2.2082744135228
"05021-010",-2.2082744135228
"05025-010",-2.2082744135228
"05027-000",-2.23001440015921
"05038-000",-2.2082744135228
"05045-020",-2.2082744135228
"05047-002",-2.2082744135228
"05051-030",-2.21920348405499
"05056-020",-2.2082744135228
"05074-010",-2.2082744135228
"05083-140",-2.2082744135228
"05085-000",-2.2082744135228
"05088-000",-2.2082744135228
"05089-001",-2.2082744135228
"05116-010",-2.2082744135228
"05119-000",-2.2082744135228
"05120-060",-2.2082744135228
"05124-060",-2.2082744135228
"05132-000",-2.2082744135228
"05132-050",-2.2082744135228
"05145-000",-2.2082744135228
"05180-360",-2.2082744135228
"05301-000",-2.2082744135228
"05301-6073",-2.2082744135228
"05303-000",-2.23001440015921
"05303-110",-2.2082744135228
"05311-000",-2.2082744135228
"05311-030",-2.21920348405499
"05351-015",-2.2082744135228
"05353-050",-2.2082744135228
"05374-110",-2.2082744135228
"05376-140",-2.2082744135228
"05396-050",-2.2082744135228
"05396-400",-2.2082744135228
"05402-100",-2.2082744135228
"05403-010",-2.2082744135228
"05405-100",-2.2082744135228
"05405-150",-2.2082744135228
"05408-1127",-2.2082744135228
"05409-000",-2.21920348405499
"05409-001",-2.2082744135228
"05409-011",-2.2082744135228
"05410-002",-2.2082744135228
"05410-020",-2.2082744135228
"05411-000",-2.2082744135228
"05412-002",-2.2082744135228
"05413-001",-2.2082744135228
"05414-000",-2.23001440015921
"05415-001",-2.21920348405499
"05415-050",-2.2082744135228
"05416-010",-2.21920348405499
"05417-020",-2.21920348405499
"05417-030",-2.2082744135228
"05417-060",-2.2082744135228
"05427-000",-2.21920348405499
"05427-010",-2.2082744135228
"05429-130",-2.2082744135228
"05433-002",-2.2082744135228
"05433-010",-2.2082744135228
"05435-000",-2.2082744135228
"05436-010",-2.2082744135228
"05437-001",-2.2082744135228
"05438-000",-2.2082744135228
"05438-100",-2.2082744135228
"05442-040",-2.2082744135228
"05448-100",-2.2082744135228
"05449-040",-2.2082744135228
"05453-000",-2.2082744135228
"05454-010",-2.2082744135228
"05460-000",-2.2082744135228
"05462-030",-2.2082744135228
"05462-9505",-2.2082744135228
"05465-050",-2.2082744135228
"05465-060",-2.2082744135228
"05466-010",-2.2082744135228
"05513-200",-2.2082744135228
"05525-080",-2.2082744135228
"05528-020",-2.2082744135228
"05586-000",-2.2082744135228
"05594-000",-2.2082744135228
"05603-001",-2.2082744135228
"05614-040",-2.2082744135228
"05615-000",-2.2082744135228
"05615-190",-2.2082744135228
"05616-010",-2.2082744135228
"05616-011",-2.2082744135228
"05616-040",-2.2082744135228
"05616-060",-2.2082744135228
"05619-050",-2.21920348405499
"05622-001",-2.2082744135228
"05624-001",-2.2082744135228
"05628-050",-2.2082744135228
"05630-130",-2.2082744135228
"05642-000",-2.2082744135228
"05653-030",-2.2082744135228
"05653-050",-2.2082744135228
"05656-020",-2.2082744135228
"05657-090",-2.2082744135228
"05657-230",-2.2082744135228
"05685-040",-2.23001440015921
"05685-090",-2.2082744135228
"05704-110",-2.21920348405499
"05707-001",-2.21920348405499
"05709-010",-2.2082744135228
"05711-000",-2.2082744135228
"05715-010",-2.2082744135228
"05716-060",-2.2082744135228
"05716-090",-2.2082744135228
"05717-170",-2.2082744135228
"05717-270",-2.2082744135228
"05757-110",-2.2082744135228
"05763-450",-2.2082744135228
"058 01",-2.2082744135228
"05860-000",-2.2082744135228
"06-126",-2.2082744135228
"06-200",-2.2082744135228
"060-0007",-2.2082744135228
"060-0814",-2.2082744135228
"06029-3221",-2.2082744135228
"06036-050",-2.2082744135228
"06056-320",-2.2082744135228
"06070-300",-2.2082744135228
"06080-210",-2.2082744135228
"061-1375",-2.2082744135228
"06110-260",-2.2082744135228
"06112-010",-2.2082744135228
"06117-2233",-2.2082744135228
"06122-110",-2.2082744135228
"06124-080",-2.2082744135228
"06182-110",-2.2082744135228
"06184-190",-2.2082744135228
"06192-150",-2.2082744135228
"062-0034",-2.2082744135228
"062-0054",-2.2082744135228
"06213-090",-2.2082744135228
"06226-1100",-2.2082744135228
"06236-010",-2.2082744135228
"06260-0483",-2.2082744135228
"063-0038",-2.2082744135228
"06326-280",-2.2082744135228
"06332-150",-2.2082744135228
"06335-1542",-2.2082744135228
"06345-320",-2.2082744135228
"06350-070",-2.2082744135228
"06350-270",-2.2082744135228
"064-0808",-2.2082744135228
"064 01",-2.2082744135228
"06410-3710",-2.2082744135228
"06422-143",-2.2082744135228
"06428-210",-2.2082744135228
"06429-000",-2.2082744135228
"06436-310",-2.2082744135228
"06440-040",-2.2082744135228
"06447-530",-2.2082744135228
"06455-000",-2.2082744135228
"06460-2848",-2.2082744135228
"06465-070",-2.2082744135228
"06465-136",-2.2082744135228
"06470-190",-2.2082744135228
"06473-000",-2.2082744135228
"06475-070",-2.2082744135228
"06475-080",-2.2082744135228
"06475-2202",-2.2082744135228
"06477-7013",-2.2082744135228
"06479-1126",-2.2082744135228
"06492-5524",-2.2082744135228
"065-0015",-2.2082744135228
"065-0018",-2.2082744135228
"06509-024",-2.2082744135228
"06511-3572",-2.2082744135228
"06512-2962",-2.2082744135228
"06516-0960",-2.2082744135228
"06519-465",-2.2082744135228
"06520-8234",-2.2082744135228
"06529-001",-2.2082744135228
"06540-035",-2.2082744135228
"06540-270",-2.2082744135228
"06540-355",-2.2082744135228
"06541-110",-2.2082744135228
"06542-040",-2.2082744135228
"06542-090",-2.2082744135228
"06542-135",-2.2082744135228
"06543-225",-2.2082744135228
"06543-250",-2.2082744135228
"06543-385",-2.2082744135228
"06544-072",-2.2082744135228
"066-0056",-2.2082744135228
"06607-2433",-2.2082744135228
"06611-2500",-2.2082744135228
"06615-0696",-2.2082744135228
"06615-7727",-2.2082744135228
"06642-020",-2.2082744135228
"06660-460",-2.2082744135228
"06690-010",-2.2082744135228
"06693-110",-2.2082744135228
"06704-565",-2.2082744135228
"06710-500",-2.2082744135228
"06715-510",-2.2082744135228
"06726-345",-2.2082744135228
"06730-000",-2.2082744135228
"06760-000",-2.2082744135228
"06801-1721",-2.2082744135228
"06801-3110",-2.2082744135228
"06810-610",-2.2082744135228
"06810-6938",-2.2082744135228
"06846-700",-2.2082744135228
"06856-890",-2.2082744135228
"06880-1001",-2.2082744135228
"069-0834",-2.2082744135228
"069-0847",-2.2082744135228
"06902-3767",-2.2082744135228
"06907-1721",-2.2082744135228
"07-300",-2.2082744135228
"070-0875",-2.2082744135228
"07012-031",-2.2082744135228
"07020-070",-2.2082744135228
"07023-022",-2.2082744135228
"07025-130",-2.2082744135228
"07039-2135",-2.2082744135228
"07043-2415",-2.2082744135228
"07057-1345",-2.2082744135228
"07060-4334",-2.2082744135228
"07063-0060",-2.2082744135228
"07067-2617",-2.2082744135228
"07084-410",-2.2082744135228
"07095-080",-2.2082744135228
"071-8132",-2.2082744135228
"07109-2232",-2.21920348405499
"07113-090",-2.2082744135228
"07115-030",-2.2082744135228
"07194-020",-2.2082744135228
"072-0804",-2.2082744135228
"072 41",-2.2082744135228
"07201-2114",-2.2082744135228
"07220-000",-2.2082744135228
"07232-078",-2.2082744135228
"07244-000",-2.2082744135228
"07263-600",-2.10191439753189
"07302-1428",-2.2082744135228
"07304-1011",-2.2082744135228
"07305-4816",-2.2082744135228
"07400-000",-2.2082744135228
"07435-515",-2.2082744135228
"07452-1616",-2.2082744135228
"07456-2108",-2.21920348405499
"07461-4322",-2.2082744135228
"07470-2611",-2.2082744135228
"07470-2938",-2.2082744135228
"07600-000",-2.21920348405499
"07601-3106",-2.2082744135228
"07631-4136",-2.21920348405499
"07641-1306",-2.2082744135228
"07644-1143",-2.2082744135228
"07676-3832",-2.2082744135228
"077-0044",-2.2082744135228
"07700-970",-2.2082744135228
"07712-7704",-2.2082744135228
"07724-2733",-2.2082744135228
"07747-9617",-2.2082744135228
"07755-1510",-2.2082744135228
"078-8237",-2.2082744135228
"07801-000",-2.2082744135228
"07933-1702",-2.2082744135228
"07946-1614",-2.2082744135228
"07960-6068",-2.2082744135228
"07977-0115",-2.2082744135228
"08-110",-2.2082744135228
"080-0027",-2.2082744135228
"080-2472",-2.2082744135228
"08003-2207",-2.2082744135228
"08016-4316",-2.2082744135228
"08020-280",-2.2082744135228
"08031-1713",-2.2082744135228
"08037-1943",-2.2082744135228
"08051-000",-2.2082744135228
"08052-1008",-2.2082744135228
"08060-2326",-2.2082744135228
"08069-3037",-2.2082744135228
"08088-9145",-2.2082744135228
"08090-000",-2.2082744135228
"08098-1227",-2.2082744135228
"08110-650",-2.2082744135228
"08140-000",-2.2082744135228
"082-0061",-2.2082744135228
"08215-2239",-2.2082744135228
"08220-410",-2.2082744135228
"08225-060",-2.2082744135228
"08226-4445",-2.2082744135228
"08255-130",-2.2082744135228
"08380-220",-2.2082744135228
"08403-1038",-2.2082744135228
"08485-460",-2.2082744135228
"085-0061",-2.2082744135228
"08505-000",-2.2082744135228
"08505-2325",-2.2082744135228
"08520-5831",-2.2082744135228
"08525-3202",-2.2082744135228
"08527-2931",-2.2082744135228
"08540-2628",-2.2082744135228
"08550-0466",-2.2082744135228
"08550-2263",-2.2082744135228
"08551-1710",-2.2082744135228
"08620-2616",-2.2082744135228
"08641-5100",-2.2082744135228
"08690-1321",-2.2082744135228
"087-0012",-2.2082744135228
"08701-1614",-2.2082744135228
"08710-170",-2.2082744135228
"08717-130",-2.2082744135228
"08717-210",-2.2082744135228
"08730-810",-2.2082744135228
"08771-910",-2.2082744135228
"08773-420",-2.2082744135228
"08780-220",-2.2082744135228
"08780-310",-2.2082744135228
"08790-150",-2.2082744135228
"08807-2649",-2.2082744135228
