"accountPostalCode","accountPostalCode_risk"
"14200",-2.23001440015921
"142005",-2.2082744135228
"14201",-2.21920348405499
"14202",-2.24070968927596
"14204",-2.21920348405499
"14206",-2.29253475714054
"142068",-2.2082744135228
"14207",-2.28238238567653
"142070",-2.2082744135228
"14208",-2.23001440015921
"14209",-2.26176309847379
"1421",-2.2082744135228
"14210",-2.12389330425067
"142104",-2.2082744135228
"142108",-2.2082744135228
"14211",-2.2512917986065
"142110",-2.2082744135228
"142111",-2.2082744135228
"142115",-2.2082744135228
"142119",-2.2082744135228
"14213",-2.23001440015921
"142134",-2.2082744135228
"14214",-2.29253475714054
"14215",-2.30258509299405
"14216",-2.11021320034659
"14217",-2.26176309847379
"14218",-2.2082744135228
"142180",-2.2082744135228
"14219",-2.23001440015921
"142190",-2.2082744135228
"142191",-2.21920348405499
"1422 HM",-2.2082744135228
"14220",-2.31253542384721
"142203",-2.2082744135228
"14221",-2.34180580614733
"14221-4055",-2.2082744135228
"14222",-2.26176309847379
"14223",-2.2512917986065
"14224",-2.33214389523559
"14225",-2.36085400111802
"14226",-2.3887627892351
"14227",-2.26176309847379
"14228",-2.31253542384721
"14230",-2.2082744135228
"1423020",-2.2082744135228
"14231",-2.2082744135228
"14232",-2.2082744135228
"1424",-2.2082744135228
"1424 PR",-2.2082744135228
"14240",-2.2082744135228
"142403",-2.2082744135228
"14241",-2.2082744135228
"1425",-2.17998277090171
"14250",-2.21920348405499
"142500",-2.2082744135228
"1426",-2.30258509299405
"14260",-2.2082744135228
"14261",-2.23001440015921
"142620",-2.21920348405499
"14263",-2.2082744135228
"1427",-2.2082744135228
"142717",-2.21920348405499
"142784",-2.2082744135228
"142793",-2.21920348405499
"1428",-2.29253475714054
"142800",-2.21920348405499
"1429",-2.2512917986065
"143",-2.23001440015921
"143-0016",-2.21920348405499
"143-0023",-2.2082744135228
"143-200",-2.2082744135228
"143-210",-2.2082744135228
"143-758",-2.2082744135228
"143-833",-2.2082744135228
"143-861",-2.2082744135228
"143-959",-2.2082744135228
"143 00",-2.2082744135228
"143 41",-2.2082744135228
"1430",-2.31253542384721
"14300",-2.2512917986065
"143000",-2.2082744135228
"143001",-2.2082744135228
"143003",-2.21920348405499
"143005",-2.2512917986065
"14301",-2.23001440015921
"14302",-2.2082744135228
"143025",-2.2082744135228
"14303",-2.27212588550934
"14304",-2.29253475714054
"143040",-2.2082744135228
"14305",-2.37954613413017
"143080",-2.2082744135228
"1431",-2.26176309847379
"143185",-2.2082744135228
"143192",-2.2082744135228
"1432",-2.27212588550934
"143210",-2.2082744135228
"1433 AH",-2.2082744135228
"1433 BV",-2.2082744135228
"1433 KS",-2.2082744135228
"14330",-2.2082744135228
"14332",-2.2082744135228
"143360",-2.2082744135228
"143371",-2.2082744135228
"143400",-2.23001440015921
"143402",-2.2082744135228
"143405",-2.2082744135228
"14341",-2.2082744135228
"143433",-2.2082744135228
"143443",-2.21920348405499
"1435",-2.2082744135228
"14350",-2.23001440015921
"143540",-2.2082744135228
"143560",-2.2082744135228
"14357",-2.2082744135228
"1436",-2.23001440015921
"14360",-2.21920348405499
"1437",-2.23001440015921
"14370",-2.2082744135228
"14386",-2.2082744135228
"14388",-2.2082744135228
"14390",-2.2082744135228
"143900",-2.24070968927596
"143907",-2.2082744135228
"143910",-2.2082744135228
"143916",-2.2082744135228
"143921",-2.2082744135228
"143954",-2.2082744135228
"143966",-2.2082744135228
"143969",-2.2082744135228
"143980",-2.2082744135228
"143986",-2.2082744135228
"143988",-2.2082744135228
"143989",-2.2082744135228
"144",-2.23001440015921
"144-0045",-2.2082744135228
"144-0046",-2.2082744135228
"144-0047",-2.2082744135228
"144-0052",-2.21920348405499
"144-0056",-2.2082744135228
"144-8588",-2.10191439753189
"144-8721",-2.2082744135228
"144 40",-2.2082744135228
"1440",-2.28238238567653
"14400",-2.21920348405499
"14400-760",-2.2082744135228
"144000",-2.2082744135228
"14401-000",-2.2082744135228
"14401-300",-2.2082744135228
"1441 ZK",-2.2082744135228
"14410",-2.2082744135228
"14411",-2.21920348405499
"14416",-2.21920348405499
"14420",-2.24070968927596
"14422",-2.21920348405499
"14423",-2.21920348405499
"14424",-2.27212588550934
"14425",-2.24070968927596
"14428",-2.21920348405499
"14429",-2.2082744135228
"1443",-2.2082744135228
"14430",-2.2082744135228
"14432",-2.2082744135228
"14433",-2.2082744135228
"14437",-2.23001440015921
"1444",-2.23001440015921
"14440",-2.21920348405499
"14441",-2.2082744135228
"14443",-2.2082744135228
"14444",-2.2082744135228
"14445",-2.2082744135228
"14449",-2.21920348405499
"1445",-2.2082744135228
"1445 ES",-2.2082744135228
"1445 KT",-2.2082744135228
"14450",-2.42480272571829
"14450-9335",-2.2082744135228
"14456",-2.28238238567653
"14462",-2.2082744135228
"14464",-2.23001440015921
"14467",-2.21920348405499
"14468",-2.24070968927596
"14469",-2.2082744135228
"1447",-2.2082744135228
"1447 BR",-2.2082744135228
"14471",-2.23001440015921
"14472",-2.26176309847379
"14475",-2.23001440015921
"14476",-2.24070968927596
"14478",-2.2082744135228
"1448",-2.2512917986065
"1448 XW",-2.2082744135228
"14480",-2.2082744135228
"14481",-2.2082744135228
"14482",-2.23001440015921
"14485",-2.2082744135228
"14487",-2.2082744135228
"14489",-2.26176309847379
"1449",-2.21920348405499
"145-0062",-2.2082744135228
"145-0064",-2.2082744135228
"145-0065",-2.23001440015921
"145-0071",-2.23001440015921
"145 61",-2.2082744135228
"145 72",-2.21920348405499
"1450",-2.37954613413017
"14500",-2.21920348405499
"14500-000",-2.23001440015921
"145003",-2.2082744135228
"14502",-2.26176309847379
"14502-8633",-2.2082744135228
"14504",-2.2082744135228
"14505",-2.2082744135228
"1451",-2.26176309847379
"14510",-2.2512917986065
"14513",-2.13470422035489
"14514",-2.21920348405499
"14517",-2.2082744135228
"14519",-2.31253542384721
"14519-9392",-2.21920348405499
"1452",-2.26176309847379
"14521",-2.2082744135228
"14522",-2.21920348405499
"14525",-2.2082744135228
"14526",-2.32238772029023
"14527",-2.2512917986065
"1453",-2.30258509299405
"14530",-2.21920348405499
"14532",-2.23001440015921
"14533",-2.2082744135228
"14534",-2.36085400111802
"14534-4710",-2.2082744135228
"1454",-2.2082744135228
"14541",-2.2082744135228
"14543-9727",-2.2082744135228
"14546",-2.23001440015921
"14547",-2.2082744135228
"1455",-2.2082744135228
"14559",-2.26176309847379
"14560",-2.2082744135228
"14564",-2.30258509299405
"14567",-2.2082744135228
"14568",-2.2082744135228
"14569",-2.23001440015921
"1457",-2.23001440015921
"14572",-2.2082744135228
"14580",-2.43361335540045
"14586",-2.27212588550934
"14589",-2.21920348405499
"14590",-2.21920348405499
"146",-2.2082744135228
"146-0083",-2.21920348405499
"146-0084",-2.2082744135228
"146-0093",-2.2082744135228
"146 38",-2.2082744135228
"146 50",-2.2082744135228
"1460",-2.31253542384721
"14600",-2.21920348405499
"14604",-2.2082744135228
"14606",-2.29253475714054
"14606-3608",-2.21920348405499
"14607",-2.31253542384721
"14608",-2.2082744135228
"14609",-2.28238238567653
"14610",-2.27212588550934
"14611",-2.21920348405499
"14612",-2.33214389523559
"14613",-2.24070968927596
"14613-1710",-2.2082744135228
"14614",-2.21920348405499
"14615",-2.24070968927596
"14615-1812",-2.2082744135228
"14616",-2.32238772029023
"14616-1624",-2.2082744135228
"14617",-2.35137525716348
"14618",-2.37954613413017
"14619",-2.24070968927596
"1462",-2.21920348405499
"14620",-2.32238772029023
"14621",-2.2512917986065
"14622",-2.23001440015921
"14623",-2.40694510831829
"14623-5660",-2.2082744135228
"14624",-2.33214389523559
"14625",-2.24070968927596
"14626",-2.31253542384721
"14627",-2.21920348405499
"1463",-2.21920348405499
"14630",-2.21920348405499
"14633",-2.2082744135228
"14636",-2.2082744135228
"14637",-2.2082744135228
"1464",-2.2082744135228
"14645",-2.2082744135228
"14646",-2.2082744135228
"14649",-2.2082744135228
"1465",-2.2082744135228
"14650",-2.23001440015921
"14653",-2.2082744135228
"14654",-2.2082744135228
"1466",-2.21920348405499
"1467",-2.2082744135228
"14671",-2.2082744135228
"1468",-2.2082744135228
"1469",-2.21920348405499
"147",-2.23001440015921
"1470",-2.27212588550934
"14700",-2.26176309847379
"147000",-2.2082744135228
"14701",-2.30258509299405
"14706",-2.21920348405499
"1471",-2.2082744135228
"14710",-2.23001440015921
"14712",-2.23001440015921
"14715",-2.2082744135228
"14718",-2.2082744135228
"1472",-2.21920348405499
"14722",-2.2082744135228
"14726",-2.2082744135228
"14727",-2.21920348405499
"14728",-2.00372971994414
"1473",-2.26176309847379
"14733",-2.23001440015921
"14733-1515",-2.2082744135228
"14737",-2.21920348405499
"1474",-2.21920348405499
"14741",-2.2082744135228
"14743",-2.2082744135228
"14749",-2.2082744135228
"1475",-2.2512917986065
"14752",-2.21920348405499
"14755",-2.2082744135228
"1476",-2.2082744135228
"14760",-2.27212588550934
"1477 eh",-2.2082744135228
"14774",-2.2082744135228
"14775",-2.2082744135228
"14779",-2.23001440015921
"14784-017",-2.2082744135228
"14784-380",-2.2082744135228
"14787",-2.23001440015921
"1480",-2.27212588550934
"14802",-2.21920348405499
"14804-107",-2.21920348405499
"14805",-2.2082744135228
"1481",-2.2512917986065
"14810",-2.21920348405499
"14814",-2.2082744135228
"14818",-2.21920348405499
"1482",-2.21920348405499
"14823",-2.21920348405499
"14830",-2.31253542384721
"14837",-2.2082744135228
"14840",-2.24070968927596
"14841",-2.2082744135228
"14843",-2.26176309847379
"14845",-2.2512917986065
"14850",-2.32727770558442
"14850-4963",-2.2082744135228
"14850-7002",-2.2082744135228
"14851",-2.2082744135228
"14853",-2.24070968927596
"14853-3302",-2.2082744135228
"14853-8601",-2.2082744135228
"14861",-2.2082744135228
"14867",-2.2082744135228
"14870",-2.24070968927596
"14878",-2.2082744135228
"1488",-2.2082744135228
"14880",-2.21920348405499
"14883",-2.2082744135228
"14884",-2.2082744135228
"14886",-2.2082744135228
"14886-9016",-2.2082744135228
"14887-110",-2.2082744135228
"14891",-2.2082744135228
"14892",-2.2082744135228
"14895",-2.21920348405499
"14895-1311",-2.2082744135228
"149",-2.23001440015921
"149-891",-2.2082744135228
"149 00",-2.2082744135228
"149 51",-2.2082744135228
"14900",-2.21920348405499
"14901",-2.2082744135228
"14903",-2.21920348405499
"14904",-2.24070968927596
"14905",-2.24070968927596
"14910-000",-2.2082744135228
"1494-050",-2.2082744135228
"14940",-2.21920348405499
"1495",-2.21920348405499
"1495-028",-2.2082744135228
"1495-135",-2.2082744135228
"1495-139",-2.2082744135228
"1495-156",-2.2082744135228
"14966",-2.2082744135228
"14974",-2.2082744135228
"1498",-2.2082744135228
"14980",-2.21920348405499
"15",-2.29253475714054
"15-307",-2.2082744135228
"15-523",-2.2082744135228
"150",-2.23001440015921
"150-0001",-2.23001440015921
"150-0002",-2.2082744135228
"150-0011",-2.21920348405499
"150-0012",-2.2082744135228
"150-0021",-2.2082744135228
"150-0022",-2.21920348405499
"150-0044",-2.2082744135228
"150-020",-2.2082744135228
"150-092",-2.2082744135228
"150-796",-2.2082744135228
"150-826",-2.2082744135228
"150-863",-2.2082744135228
"150-888",-2.2082744135228
"1500",-2.27212588550934
"1500-105",-2.2082744135228
"1500-619",-2.2082744135228
"1500-680",-2.2082744135228
"15000",-2.26176309847379
"150001",-2.2082744135228
"15001",-2.30258509299405
"15003",-2.2512917986065
"150030",-2.2082744135228
"15004",-2.2082744135228
"150044",-2.2082744135228
"15005",-2.21920348405499
"150050",-2.2082744135228
"15006",-2.21920348405499
"150060",-2.2082744135228
"150065",-2.2082744135228
"15009",-2.32238772029023
"1501",-2.28238238567653
"15010",-2.32238772029023
"15010-100",-2.21920348405499
"150105",-2.2082744135228
"150110",-2.2082744135228
"15012",-2.2512917986065
"150130",-2.2082744135228
"15014",-2.2082744135228
"15015",-2.21920348405499
"15015-200",-2.21920348405499
"150161",-2.2082744135228
"15017",-2.30258509299405
"15019",-2.2082744135228
"1502",-2.21920348405499
"15020",-2.2082744135228
"15020-200",-2.2082744135228
"15022",-2.2082744135228
"15024",-2.21920348405499
"15025",-2.26176309847379
"15026",-2.2082744135228
"15027",-2.23001440015921
"1503",-2.21920348405499
"15030",-2.21920348405499
"15030-100",-2.2082744135228
"15031",-2.2082744135228
"15033",-2.23001440015921
"15037",-2.23001440015921
"1504",-2.28238238567653
"1504 da",-2.2082744135228
"1504 KL",-2.2082744135228
"15042",-2.2512917986065
"15044",-2.37024374146786
"15045",-2.2082744135228
"15046",-2.2082744135228
"15049",-2.2082744135228
"1505",-2.2082744135228
"1505 AW",-2.2082744135228
"15052",-2.21920348405499
"15056",-2.2082744135228
"15057",-2.2512917986065
"15058",-2.2082744135228
"1506",-2.21920348405499
"1506 CT",-2.2082744135228
"15060",-2.21920348405499
"15061",-2.21920348405499
"15061-090",-2.2082744135228
"15062",-2.2082744135228
"15063",-2.2082744135228
"15064",-2.2082744135228
"15065",-2.23001440015921
"15066",-2.24070968927596
"15068",-2.32238772029023
"1507",-2.24070968927596
"1507 DB",-2.2082744135228
"15071",-2.14539950947163
"15076",-2.2082744135228
"15078",-2.2082744135228
"1508 WK",-2.2082744135228
"15082",-2.2082744135228
"15083",-2.21920348405499
"15084",-2.23001440015921
"15085",-2.2082744135228
"150889",-2.2082744135228
"15089",-2.21920348405499
"1509",-2.2082744135228
"15090",-2.37024374146786
"150936",-2.2082744135228
"150993",-2.2082744135228
"151",-2.23001440015921
"151-0051",-2.2082744135228
"151-0053",-2.2512917986065
"151-0065",-2.2082744135228
"151-0071",-2.2082744135228
"151-0072",-2.2082744135228
"151-013",-2.2082744135228
"151-015",-2.2082744135228
"151-050",-2.21920348405499
"151-058",-2.2082744135228
"151-070",-2.2082744135228
"151-742",-2.2082744135228
"151-755",-2.2082744135228
"151-761",-2.2082744135228
"151-764",-2.2082744135228
"151-782",-2.2082744135228
"151-801",-2.2082744135228
"151-811",-2.2082744135228
"151-814",-2.2082744135228
"151-823",-2.2082744135228
"151-847",-2.2082744135228
"151-866",-2.2082744135228
"151-871",-2.2082744135228
"151 32",-2.2082744135228
"1510",-2.28238238567653
"15100",-2.21920348405499
"15101",-2.29253475714054
"15102",-2.31253542384721
"15106",-2.27212588550934
"15106-1516",-2.2082744135228
"15108",-2.40694510831829
"15108-9761",-2.2082744135228
"15110",-2.26176309847379
"151101",-2.2082744135228
"15116",-2.2512917986065
"1512",-2.2082744135228
"15120",-2.24070968927596
"15121",-2.21920348405499
"15122",-2.34180580614733
"15124",-2.2082744135228
"15126",-2.23001440015921
"15129",-2.2512917986065
"15131",-2.11296423371848
"15132",-2.24070968927596
"15135",-1.93486031286873
"15136",-2.28238238567653
"15137",-2.2512917986065
"15138",-2.2082744135228
"15139",-2.26176309847379
"15139-1142",-2.2082744135228
"1514",-2.21920348405499
"15140",-2.21920348405499
"15142",-2.2512917986065
"15143",-2.30258509299405
"15144",-2.28238238567653
"15145",-2.21920348405499
"15146",-2.27212588550934
"15147",-2.28238238567653
"1516",-2.24070968927596
"15172",-2.2082744135228
"15173",-2.2082744135228
"1518",-2.23001440015921
"15185",-2.2082744135228
"1519",-2.21920348405499
"15190",-2.23001440015921
"152",-2.23001440015921
"152-0001",-2.2082744135228
"152-0002",-2.2082744135228
"152-0004",-2.2082744135228
"152-0022",-2.21920348405499
"152-0023",-2.2082744135228
"152-080",-2.2082744135228
"152-082",-2.2082744135228
"152-745",-2.2082744135228
"152-754",-2.2082744135228
"152-785",-2.2082744135228
"152-843",-2.2082744135228
"152-872",-2.2082744135228
"152 00",-2.2082744135228
"152 31",-2.2082744135228
"1520",-2.29253475714054
"152000",-2.2082744135228
"15201",-2.26176309847379
"15202",-2.26176309847379
"152024",-2.2082744135228
"15203",-2.30258509299405
"15204",-2.2082744135228
"15205",-2.33214389523559
"15206",-2.40694510831829
"15207",-2.23001440015921
"15208",-2.23001440015921
"15209",-2.23001440015921
"1521",-2.2082744135228
"1521 NH",-2.2082744135228
"1521 RN",-2.2082744135228
"15210",-2.28238238567653
"15211",-2.24070968927596
"15212",-2.30258509299405
"15213",-2.37954613413017
"15214",-2.24070968927596
"15215",-2.06897024181254
"15216",-2.35137525716348
"15217",-2.40694510831829
"15217-2028",-2.2082744135228
"15218",-2.2512917986065
"15219",-2.2512917986065
"15219-2115",-2.23001440015921
"1522",-2.2082744135228
"15220",-2.35137525716348
"15220-5630",-2.2082744135228
"15221",-2.28238238567653
"15222",-2.28238238567653
"15223",-2.2082744135228
"15224",-2.21920348405499
"15226",-2.058388132482
"15227",-2.30258509299405
"15228",-2.29253475714054
"15229",-2.24070968927596
"1523",-2.24070968927596
"15230",-2.21920348405499
"15232",-2.32238772029023
"15232-2405",-2.23001440015921
"15233",-2.24070968927596
"15234",-2.28238238567653
"15235",-2.30258509299405
"15236",-2.10787947700037
"15237",-2.30258509299405
"15238",-2.30258509299405
"15238-1607",-2.2082744135228
"15239",-2.29253475714054
"1524",-2.2082744135228
"15241",-2.30258509299405
"15243",-2.28238238567653
"1525",-2.2082744135228
"15251",-2.2082744135228
"15252",-2.2082744135228
"1526",-2.2082744135228
"15260",-2.2082744135228
"15261",-2.2082744135228
"1527",-2.2512917986065
"15276",-2.21920348405499
"15280",-2.2082744135228
"15289",-2.2512917986065
"1529",-2.2082744135228
"153",-2.2512917986065
"153-0044",-2.2082744135228
"153-0051",-2.23001440015921
"153-0063",-2.2082744135228
"153-0065",-2.21920348405499
"153-023",-2.2082744135228
"153-706",-2.2082744135228
"153-758",-2.2082744135228
"153-784",-2.2082744135228
"153 93",-2.2082744135228
"1530",-2.2082744135228
"15300",-2.2082744135228
"153000",-2.2082744135228
"15301",-2.36085400111802
"153012",-2.2082744135228
"153029",-2.2082744135228
"153043",-2.2082744135228
"1531",-2.2082744135228
"1531 TJ",-2.2082744135228
"15312",-2.2082744135228
"15314",-2.24070968927596
"15315",-2.2082744135228
"15317",-2.47653840011748
"1532",-2.30258509299405
"15320",-2.21920348405499
"15321",-2.23001440015921
"15323",-2.2082744135228
"15328",-2.2082744135228
"15330",-2.21920348405499
"15332",-2.21920348405499
"15334",-2.2082744135228
"15335",-2.2082744135228
"1534",-2.2082744135228
"15340",-2.2082744135228
"15342",-2.2082744135228
"15343",-2.2082744135228
"15347",-2.2082744135228
"1535",-2.2082744135228
"15350",-2.2082744135228
"15351",-2.2082744135228
"1535416",-2.2082744135228
"15358",-2.2082744135228
"1536",-2.24070968927596
"15366",-2.2082744135228
"15367",-2.30258509299405
"1537",-2.2082744135228
"15370",-2.24070968927596
"15380",-2.2082744135228
"15394",-2.2082744135228
"15396",-2.2082744135228
"154",-2.23001440015921
"154-0001",-2.2082744135228
"154-0011",-2.2082744135228
"154-0012",-2.2082744135228
"154-0016",-2.21920348405499
"154-0017",-2.2082744135228
"154-0021",-2.2082744135228
"154-0022",-2.2082744135228
"154-0024",-2.2082744135228
"1540",-2.31253542384721
"15401",-2.30258509299405
"1541",-2.2082744135228
"1541 WB",-2.2082744135228
"15412",-2.2082744135228
"15417",-2.21920348405499
"15419",-2.21920348405499
"1542",-2.2082744135228
"15422",-2.2082744135228
"15424",-2.2082744135228
"15425",-2.2512917986065
"1543",-2.23001440015921
"15431",-2.2082744135228
"15432",-2.2082744135228
"15436",-2.2082744135228
"15438",-2.21920348405499
"1545",-2.31163492851396
"15451",-2.23001440015921
"15456",-2.21920348405499
"15460",-2.2082744135228
"15474",-2.21920348405499
"15479",-2.2082744135228
"15483",-2.2082744135228
"15490-000",-2.2082744135228
"155",-2.23001440015921
"155-0031",-2.2082744135228
"155-0033",-2.21920348405499
"1550",-2.2512917986065
"15500",-2.21920348405499
"15501",-2.26176309847379
"15502",-2.2082744135228
"15510",-2.2082744135228
"15517",-2.2082744135228
"1552",-2.23001440015921
"15522",-2.21920348405499
"1553",-2.2082744135228
"15530",-2.2512917986065
"15533",-2.2082744135228
"15535",-2.23001440015921
"15535-7349",-2.2082744135228
"15537",-2.23001440015921
"15537-1136",-2.2082744135228
"15537-6211",-2.2082744135228
"15541",-2.21920348405499
"15542",-2.2082744135228
"15545",-2.2082744135228
"1555",-2.23001440015921
"15557",-2.23001440015921
"15560",-2.2082744135228
"15563",-2.2082744135228
"15566",-2.21920348405499
"1558",-2.2082744135228
"156",-2.21920348405499
"156-0007",-2.2082744135228
"156-0041",-2.2082744135228
"156-0044",-2.2082744135228
"156-0052",-2.2082744135228
"156-0056",-2.2082744135228
"156-030",-2.2082744135228
"156-032",-2.2082744135228
"156-092",-2.2082744135228
"156-093",-2.2082744135228
"156-095",-2.2082744135228
"156-723",-2.2082744135228
"156-743",-2.2082744135228
"156-773",-2.2082744135228
"156-775",-2.2082744135228
"156-846",-2.2082744135228
"156-878",-2.2082744135228
"1560",-2.24070968927596
"15600",-2.2082744135228
"15600-000",-2.2082744135228
"15601",-2.56494935746154
"1561",-2.2082744135228
"15610",-2.21920348405499
"15613",-2.26176309847379
"15615",-2.2082744135228
"1562",-2.29253475714054
"15620",-2.2082744135228
"15622",-2.2082744135228
"15623",-2.21920348405499
"15627",-2.23001440015921
"15632",-2.31253542384721
"15636",-2.2082744135228
"15639",-2.2082744135228
"1564",-2.24070968927596
"15642",-2.43361335540045
"15644",-2.2512917986065
"15644-1664",-2.2082744135228
"1565",-2.2082744135228
"15650",-2.29253475714054
"15656",-2.23001440015921
"15658",-2.23001440015921
"15659",-2.2082744135228
"15666",-2.23001440015921
"15668",-2.28238238567653
"15669",-2.2082744135228
"1567",-2.2082744135228
"1567 CB",-2.2082744135228
"15670",-2.2082744135228
"15672",-2.21920348405499
"15673",-2.2082744135228
"15679",-2.2082744135228
"1568",-2.23001440015921
"15681",-2.21920348405499
"15683",-2.21920348405499
"1569",-2.26176309847379
"15690",-2.21920348405499
"157",-2.29253475714054
"157-0066",-2.23001440015921
"157-0072",-2.2082744135228
"157-0076",-2.2082744135228
"157-0077",-2.2082744135228
"157-016",-2.2082744135228
"157-031",-2.2082744135228
"157-040",-2.2082744135228
"157-200",-2.2082744135228
"157-835",-2.2082744135228
"157-836",-2.2082744135228
"157-837",-2.2082744135228
"157-864",-2.2082744135228
"157-894",-2.2082744135228
"157-898",-2.2082744135228
"157 72",-2.2082744135228
"1570",-2.26176309847379
"1570000",-2.2082744135228
"15701",-2.31253542384721
"15701-2307",-2.2082744135228
"15704-104",-2.2082744135228
"15705",-2.2082744135228
"15705-2743",-2.2082744135228
"15707",-2.2082744135228
"1571",-2.27212588550934
"15711",-2.2082744135228
"15712",-2.2082744135228
"15717",-2.23001440015921
"15722",-2.2082744135228
"15728",-2.21920348405499
"15732",-2.24070968927596
"15737",-2.2082744135228
"15740",-2.2082744135228
"15745",-2.2082744135228
"15748",-2.21920348405499
"15757",-2.2082744135228
"15767",-2.23001440015921
"15770",-2.21920348405499
"15771",-2.2082744135228
"15774",-2.21920348405499
"15782",-2.2082744135228
"158",-2.24070968927596
"158-0081",-2.2082744135228
"158-0082",-2.2082744135228
"158-0083",-2.2082744135228
"158-0086",-2.2082744135228
"158-0091",-2.2082744135228
"158-0093",-2.23001440015921
"158-0097",-2.21920348405499
"158-0098",-2.21920348405499
"158-051",-2.2082744135228
"158-070",-2.2082744135228
"158-073",-2.2082744135228
"158-724",-2.2082744135228
"158-730",-2.2082744135228
"158-744",-2.2082744135228
"158-759",-2.2082744135228
"158-767",-2.2082744135228
"158-781",-2.2082744135228
"1580",-2.2082744135228
"15800",-2.21920348405499
"15801",-2.27212588550934
"1581",-2.36085400111802
"15810",-2.2082744135228
"15820",-2.2082744135228
"15825",-2.21920348405499
"15827",-2.2082744135228
"1583",-2.21920348405499
"15831",-2.2082744135228
"15834",-2.23001440015921
"15837",-2.2082744135228
"1584",-2.2082744135228
"15840",-2.2082744135228
"15845",-2.21920348405499
"15846",-2.21920348405499
"15847",-2.2082744135228
"15849",-2.2082744135228
"1585",-2.28238238567653
"15851",-2.21920348405499
"15857",-2.2512917986065
"15868",-2.2082744135228
"158747",-2.2082744135228
"158753",-2.2082744135228
"1588",-2.27212588550934
"1589",-2.2082744135228
"15898",-2.2082744135228
"159",-2.21920348405499
"1590",-2.27212588550934
"15900",-2.23001440015921
"15902",-2.23001440015921
"15904",-2.2082744135228
"15905",-2.27212588550934
"15906",-2.2082744135228
"15909",-2.23001440015921
"15910",-2.21920348405499
"15910-000",-2.21920348405499
"1592",-2.2082744135228
"15926",-2.2082744135228
"15927",-2.2082744135228
"15928",-2.2082744135228
"15931",-2.21920348405499
"15935",-2.2082744135228
"15938",-2.2082744135228
"15940",-2.2082744135228
"15944",-2.2082744135228
"15948",-2.2082744135228
"15954",-2.2082744135228
"1596",-2.2082744135228
"15960",-2.21920348405499
"15963",-2.24070968927596
"15990-650",-2.2082744135228
"159949",-2.2082744135228
"159958",-2.2082744135228
"159961",-2.2082744135228
"16",-2.29253475714054
"16-400",-2.21920348405499
"160",-2.2082744135228
"160-0004",-2.2082744135228
"160-0016",-2.2082744135228
"160-0017",-2.2082744135228
"160-0022",-2.21920348405499
"160-0023",-2.24070968927596
"160 00",-2.2082744135228
"1600",-2.24070968927596
"1600-149",-2.2082744135228
"1600-267",-2.2082744135228
"1600-371",-2.2082744135228
"1600-427",-2.2082744135228
"1600-820",-2.2082744135228
"16000",-2.21920348405499
"16001",-2.40694510831829
"160018",-2.2082744135228
"16003",-2.2082744135228
"160030",-2.2082744135228
"160055",-2.2082744135228
"160081",-2.2082744135228
"16010",-2.21920348405499
"16012",-2.2082744135228
"16014",-2.2082744135228
"1602",-2.29253475714054
"1602 CB",-2.2082744135228
"1602 CT",-2.2082744135228
"1602 EA",-2.2082744135228
"16020",-2.12389330425067
"16020-065",-2.2082744135228
"16023",-2.23001440015921
"16028",-2.2082744135228
"1603",-2.23001440015921
"16030",-2.2082744135228
"16032",-2.2082744135228
"16033",-2.2082744135228
"16034",-2.21920348405499
"16035",-2.2082744135228
"16037",-2.23001440015921
"16038",-2.21920348405499
"1604",-2.32238772029023
"16041",-2.21920348405499
"16046",-2.27212588550934
"16048",-2.2082744135228
"1605",-2.33214389523559
"16053",-2.2082744135228
"16055",-2.27212588550934
"16056",-2.23001440015921
"16057",-2.24070968927596
"16059",-2.24070968927596
"1606",-2.29253475714054
"16063",-2.21920348405499
"16066",-2.36085400111802
"1607",-2.24070968927596
"1608",-2.23001440015921
"1609",-2.32238772029023
"161",-2.2082744135228
"161-0031",-2.2082744135228
"161-0032",-2.2082744135228
"161-0035",-2.2082744135228
"1610",-2.30258509299405
"16100",-2.2512917986065
"1610000",-2.2082744135228
"161002",-2.2082744135228
"16101",-2.28238238567653
"16102",-2.21920348405499
"16105",-2.24070968927596
"1611",-2.21920348405499
"1611 AC",-2.2082744135228
"1611 XM",-2.2082744135228
"16110",-2.21920348405499
"16114",-2.2082744135228
"16115",-2.2082744135228
"16117",-2.24070968927596
"1612",-2.21920348405499
"16120",-2.21920348405499
"16121",-2.2082744135228
"16122",-2.21920348405499
"16123",-2.21920348405499
"16125",-2.23001440015921
"16127",-2.02595285672885
"16128",-2.21920348405499
"16129",-2.21920348405499
"1613",-2.2082744135228
"1613 KA",-2.2082744135228
"16130",-2.2082744135228
"16132",-2.2082744135228
"16133",-2.21920348405499
"16134",-2.21920348405499
"16137",-2.39789527279837
"1614",-2.23001440015921
"16140",-2.2082744135228
"16141",-2.2082744135228
"16142",-2.21920348405499
"16143",-2.2082744135228
"16145",-2.24070968927596
"16146",-2.24070968927596
"16148",-2.26176309847379
"16149",-2.2082744135228
"1615",-2.23001440015921
"16150",-2.23001440015921
"16151",-2.2082744135228
"16152",-2.21920348405499
"16153",-2.2082744135228
"16154",-2.23001440015921
"16156",-2.2082744135228
"16158",-2.2082744135228
"16159",-2.2082744135228
"1616 AK",-2.2082744135228
"16167",-2.21920348405499
"1617",-2.21920348405499
